text,sentiment,__source__
"_Khan oh please, you don`t have to do that to me. Don`t bother",positive,train_csv
" well then you should come, nigguh. Only thing is i may be going to like Phuket or Bali afterwards",neutral,train_csv
Ugh. My feet feel like they`re going to fall off.,negative,test_csv
 at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,positive,train_csv
" **** brah, u not happy?",negative,test_csv
" Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!",neutral,train_csv
Got a deadline to meet!!! No TGIF for me,negative,train_csv
 i ask myself that all the time.,neutral,train_csv
Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.,positive,train_csv
Really wishes he had some spare cash to buy the new Punch Out for Wii,negative,train_csv
 i did have 1 n i still do...this job is so dead 2 me right now...,negative,train_csv
 I know we need it but I`m not a fan of daily rain/humidity & I`m a native. I`ll enjoy dry while it lasts.,positive,train_csv
" Welcome, found her yesterday by accident.",neutral,train_csv
  lol he does love spahkly gold things....,neutral,train_csv
 You right...we are 'arguing' about nothing...I thought it was healthy conversation,negative,train_csv
" awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",negative,train_csv
"Okay, the man with the hook for a hand is kinda freaking me out right now.",negative,train_csv
"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",negative,test_csv
_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,neutral,test_csv
" we did! They came out cold  The cheese sauce was good, though.",positive,train_csv
 ohh right; but it turned her curve into a right angle.... I just like her better curvey   thanks for letting me know though!,positive,train_csv
 I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,negative,test_csv
OMG! i`m almost done with the last block on this quilt! Just a few hours of work left  i can`t wait to meet my goal,positive,train_csv
 And you as well bro,neutral,test_csv
so much for an amazing day...some pervert just ruined it,negative,train_csv
"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world",negative,train_csv
There are ants on my lollipop,neutral,train_csv
  I was watching Parental Control,neutral,train_csv
I don`t wanna work!,negative,train_csv
" I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral,train_csv
I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive,train_csv
Happy Mother`s day to all the mom`s out there in twitter-land!,positive,train_csv
is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,positive,test_csv
 I feel your pain... dont you hate those days,neutral,train_csv
"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",negative,train_csv
i don`t know what i`m doing  i feel so empty LOLLL cheesy but true :/,negative,train_csv
"Nooo, I`m not in love.  I`m just developing a crush. A small one. Heehee.  My second one. Shadduppp.",neutral,train_csv
 Maaan if I was in pain I`d come. I wanna come  eat some 4 me lol *rolls eyes*,negative,train_csv
: thx for the follow!,positive,train_csv
 Bye!! Great meeting you!,positive,train_csv
Decode by Paramore is a great song... Love it...,positive,train_csv
 He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,positive,test_csv
i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,neutral,train_csv
and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,neutral,train_csv
Please vote for my husband Jorge at the All Star Game @ http://bit.ly/TGxzu! I can`t vote anymore,neutral,train_csv
 Mine too! Hayley is great,positive,train_csv
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive,test_csv
 I`ve given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,positive,train_csv
 yep  which sucks because i thought somewhere it said it was..,negative,train_csv
 www.youtube.com/watch?v=9FtuV3xMrN0,neutral,train_csv
 can you repeat what was bad about singapore pools website please?,neutral,train_csv
'family bird is the word' I <3 FAMILY GUY,neutral,train_csv
"Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday",negative,train_csv
getting my phone back this week  yeeeewww,positive,test_csv
" woman, follow me",neutral,train_csv
 Sorry - I have failed to grasp your meaning,negative,test_csv
Went to mikey`s cousin`s wedding. His mom caught the bouquet.,neutral,train_csv
Never better! I had to follow some local Tweeples! It`s only right!  ,neutral,train_csv
" Happy Mothersday btw! Look at the bright side, you can chill all day today",positive,train_csv
 I haven`t had a good homemade flour tortilla in ages.,negative,train_csv
"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",negative,train_csv
is still waiting.,negative,train_csv
Shopped til i dropped....come bac sunshine i miss u,negative,train_csv
Trying to find a foreign place in a foreign town  i have being lost,negative,train_csv
 Its been a fun afternoon for me trying though....BBQ`s out now though...feeling a bit sick,neutral,train_csv
meeting  and friend tonight - going to discuss human trafficking issues. Daly is chaplain/therapist and an interesting guy,positive,train_csv
 i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,positive,train_csv
 they got attacked by the club,negative,train_csv
on a sunny walk round the lake this morning we met a mother goose and father goose and five baby goslings,neutral,train_csv
 yeah! but too late  lol,negative,train_csv
 very bad.,negative,train_csv
 you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,train_csv
 We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,neutral,train_csv
 hmm Have to admit was a good episode and his man bag was rather fetching,positive,train_csv
Loving Lego Indiana Jones. A game-researching aracheologist`s dream,positive,train_csv
" you can crash, you will just have to drive alone  Besides... I can`t crash, I gotta work! LOL ;)",neutral,train_csv
 awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,neutral,train_csv
 The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,positive,train_csv
Happy Mother`s Day to all of the woman and the men who made them mothers.,positive,train_csv
YAY mom bought me the Sakura bodyshop lotion!  <3,neutral,train_csv
"Monday mornin`, back to work today. Good thing I live my job.",positive,train_csv
ugh i wish this school year would go faster so i can move on in life,neutral,train_csv
@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,neutral,test_csv
Counting the hours of lost sunshine until the Weekend,negative,train_csv
 not impressed....! it might go away if you complain too much!  x,negative,train_csv
" What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",positive,train_csv
one hour till I go home and commence pouting because no Bahama trip for me,neutral,train_csv
"_Duckett GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too",positive,train_csv
 im sure she`ll love em  how was work? x,positive,train_csv
 I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive,train_csv
" thanks amy, its full of hotness",positive,test_csv
 wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!,positive,train_csv
 I wish the photos on your site were bigger,negative,train_csv
"Caught up with apprentice last night, poor Howard, it was Lorraine`s turn to go",neutral,train_csv
NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,positive,train_csv
 Thank you.,positive,train_csv
 that is yo name girllll!,neutral,train_csv
 aww at when she was cryin tho...i want her to get thru...i feel sorry for her  shes so good tho.,neutral,train_csv
 no sir...i woulda put honey...but i don`t have any,neutral,train_csv
" I had it! On my itunes, but then I lost all my songs.",neutral,train_csv
" Will you ever come to SF Bay Area to preform, i feel left out",negative,train_csv
 girl i am buying & posting your pressie tomorrow but i have no **** clue what to get you so i`m sorry if you hate it,negative,train_csv
perky purple nail polish isn`t as perky when its chipped,neutral,train_csv
I`m not gonna be here when the new Transformers comes out.... i`ll be in Colombia,neutral,train_csv
Happy Mother`s Day x3 ..Mum? I love you,positive,train_csv
" LOL! I liked the log ride reference, but all I think about when I think of that ride is how wet you get",positive,train_csv
 lol... hell yeah!,neutral,train_csv
 thanks :0 I will try,positive,train_csv
"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",neutral,test_csv
Had the best night I`ve had in a while.,positive,train_csv
"HALLELUJAH! I`ve finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol",positive,train_csv
" I`m still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",negative,train_csv
Digging the ideas behind railsbridge (http://railsbridge.org/),neutral,train_csv
new super power camping place -> 24 hr MAC @ Springleaf Tower  ...still eating my fries.,neutral,train_csv
 I know you would be successful. And you`re just starting. You would do great in the coming years. Good luck to you,positive,train_csv
Wild Oats Pinot Grigio = v easy to drink,positive,train_csv
Have a HUGE headache... don`t have asprin here at work.,negative,train_csv
From Portugal to Derbyshire. At least sun is shining but lawn looks like Percy Thrower is Gardner-in-Residence! Weekend jobs =,neutral,train_csv
i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag,positive,train_csv
" I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",positive,train_csv
It are mimi time,neutral,train_csv
at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,negative,train_csv
Date Like A Man So You Dont Get Played Like A ****,negative,train_csv
Wow Derek Rose got a next student to do his SATs.  so what now? He can`t play no more?,neutral,train_csv
 Thanks. Busy as **** is good in my book.,positive,test_csv
Good B-movie... Starship Troopers is cool! Citizen,positive,train_csv
Going to bed after the CAVS game  Don`t judge me LOL,neutral,test_csv
_90 haha agreed  LOL,positive,test_csv
Just finished watching He`s Just Not That Into You.  Loved it.,positive,train_csv
 But I`d have to drive  Or get a taxi. Do you have a pool table/jukebox?,neutral,train_csv
 Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,negative,train_csv
 thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,negative,train_csv
Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,positive,train_csv
 Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,negative,train_csv
"****, my photo is gone!",neutral,train_csv
oh no somebody hacked into my email  i`m scared now. what the ****!!,negative,train_csv
Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,negative,train_csv
 wow thanks for saying that man! I`d love to illustrate children`s books!,positive,train_csv
 i still like coldplay i just said that was one of my fav cds. and they r one of my fav bands too!!!,positive,train_csv
 yeah dude. Mike is out,neutral,test_csv
Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,positive,train_csv
" Awe Man, I hope someone turns it in",positive,train_csv
an aston os my dream car but its wishful thinking,neutral,train_csv
Ordered a new computer! Unfortunately it won`t get here until the end of June.,negative,train_csv
"I had some work to do, but my wrist hurts too much to do any of it.",negative,train_csv
Ooooh Kay! Its time for me to stop twitterin and get going...,neutral,train_csv
Wife & I split duties tonight.Wife headed to OSU for daughter`s ath trng rcption. I`m at son #1`s school paper banquet.Can`t make both.,neutral,train_csv
Photo: hannahisdead: omg i wanna read Pride and prejudice and zombies fuckyeah zombies  http://tumblr.com/xol1qyw8v,negative,train_csv
 I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,neutral,train_csv
  good luck  haha i loved your character in the bring it on: in it to win it  movie,positive,train_csv
"I really, really want a golden retriever. Too bad I won`t be living in a home where she could run around for about 10 years",neutral,train_csv
http://twitpic.com/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!,positive,train_csv
" just had a look - missed out by a couple of hours, i`m sorry. i`ll let you know next time..",negative,train_csv
Can`t sleep!!! People keep textin me!!!,negative,train_csv
" Sounds awesome, wish I could go but no way I could afford it   Have fun!",positive,train_csv
Wishing I could have seen my nephew graduate from kindergarten!,negative,test_csv
"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! <3",positive,train_csv
i think that i`m the only 1 on!!!,positive,test_csv
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",positive,test_csv
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,positive,test_csv
l need some more aussies !,neutral,train_csv
 I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,neutral,train_csv
"I hate taking antibiotics, but i think i need to get me some. boooooo.",negative,train_csv
We in bed now.,neutral,train_csv
need to leave now.. tweet laters,neutral,train_csv
depressed; my best friends pissed @ me,negative,train_csv
just fought with my printer...after 2 hours i claim victory... i hate electronics,negative,train_csv
"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",negative,train_csv
 O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3,negative,train_csv
24 hours and $400 later and I hav a new telecom phone that dosent work.  Stupid telecom,negative,train_csv
"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",positive,train_csv
 hahahaha where is that train? I want on! That should be a wild ride,positive,test_csv
" I wish i could have a pole, we got no space for it  maybe i should throw out some furniture and get a pole",positive,train_csv
Definitely need to work out after this business trip- too much free food and alcohol. I`m sure I`ve gained a few pounds.,positive,train_csv
"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",positive,train_csv
I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,neutral,train_csv
 I called but you didnt answer,neutral,train_csv
uploading new videos on youuuchuuub!,neutral,train_csv
gonna have a lazy day today,negative,train_csv
 gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,negative,train_csv
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",negative,test_csv
"_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!",neutral,train_csv
Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,negative,train_csv
"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral,train_csv
i have a feeling today is going to be amazing,positive,train_csv
 LOL Me too. Going out at 12am isn`t as easy as it used to be,negative,test_csv
Dreambears were **** compared to their wicked audition,negative,train_csv
Scotts the only guy for me   Good night<3,positive,train_csv
because he _real_nash wants to be an honorary Filipino  i`ll follow him now ;)) thanks !,positive,train_csv
It`s a windy and rainy day,neutral,train_csv
just watched slumdog millionaire  its soo goood i love it :] but its sad!,neutral,test_csv
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",positive,test_csv
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,neutral,train_csv
 man I can cut my hair now. I mean not with cory.  procuts here I come.,neutral,train_csv
" Hey, nice seeing you on Saturday. Glad things are going well for you.",positive,train_csv
"_fred6 Awww... :/ I guess that`s both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)",neutral,train_csv
welcomes my nephew to the christian world.,neutral,train_csv
_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,neutral,train_csv
 I don`t see why not,neutral,train_csv
"Had a good time at Flap-a-taco with , , and ",positive,train_csv
is at the farm doing what i do best...RIDING MY **** OFF!!!...get at me,neutral,train_csv
will be working at 7/11 this summer,neutral,test_csv
hurt. done trying..,negative,train_csv
Good morning  hope u all have a great day,positive,train_csv
Need to sleep but can`t,neutral,train_csv
"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",neutral,train_csv
 http://twitpic.com/1aida - snood,neutral,test_csv
   ...Thank you Mr. President!....,positive,train_csv
eating maccies,neutral,train_csv
 chale... a ver define 'out',neutral,train_csv
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,positive,test_csv
" I love the humor, I just reworded it. Like saying 'group therapy' instead`a 'gang banging'. Keeps my moms off my back.   Hahaha",positive,train_csv
 no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,neutral,train_csv
"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative,train_csv
 Why do you guys use camera angles that make it look like there are only 200 people in the building?,neutral,train_csv
"uff - hard to get going today, up half the night with 6 year old son",neutral,train_csv
I am tres depressed,negative,train_csv
 Yep! Here`s a pic of the kid standing on the Puffy Taco.  - Photo: http://bkite.com/07jZs,neutral,train_csv
getting cds ready for tour,neutral,train_csv
"So it`s rainy in Georgia, what do I do? Wear bright colors and hope the sun comes out!  (I`m doubtful that this is going to work)",negative,train_csv
"Why would someone even do something like that, you gotta be pretty **** desperate for attention!!! lol poor keanu",negative,train_csv
 ... sounds like Jeff has the best job in the world!,positive,test_csv
 That`s true  I never believe my staff when they call in sick on Mondays or Fridays - LOL!,neutral,train_csv
 are you are a RIOT!!,negative,train_csv
" they did,",neutral,train_csv
 wasn`t much of a debate,negative,train_csv
 has just voted for you. hope you win!,positive,train_csv
I meant mamas,neutral,train_csv
"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",neutral,train_csv
 FRUITY PEBBLES?! What? Over Lucky Charms,neutral,train_csv
"oh yes, happy star wars day.   May the fourth be with you...",positive,train_csv
My moms calling hospice 4 great gpa  its only a matter of time only God knows.,neutral,train_csv
Makeup + cute dress = I`m ready to go,positive,train_csv
 Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao,neutral,train_csv
just got home and  i got to freakkin clen,neutral,train_csv
 hey mia!  totally adore your music.  when will your cd be out?,positive,train_csv
3 years in 2 months!! hooorah! can`t wait!,positive,train_csv
Thinks twitter doesn`t like me,negative,train_csv
Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,neutral,train_csv
"is back from a very long day out at Naz. Gunna crash. Up tomorrow for Mothers Day... editing photos from today, hangin with my mom, etc.",negative,train_csv
It just hit me that I am leaving conti...     boooooooo..,neutral,train_csv
_educator Thanks. Photos look great - I`ll comment them asap,positive,train_csv
"great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",positive,train_csv
mmm  eating tostitos && piknik with spinach dip from S&R. <3,neutral,train_csv
_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!,positive,train_csv
he keeps makingfun of my typos!,neutral,train_csv
"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",negative,train_csv
"shall bring his own glass to work from tonight, no more `half half` hor!!",neutral,train_csv
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",negative,train_csv
"I need a friend right now  , I feel like mmmm ... sosad",negative,train_csv
"retweet please  awesome kawaii, anime and cosplay items: http://bit.ly/cUjXg",positive,train_csv
Happy Mother`s Day everyone.,positive,train_csv
finally home for once after a dope **** week,neutral,train_csv
my stomach feels like it`s touching the ground..i`m SO full,negative,train_csv
 Bet she plays on Medium and you play on easy too huh...  #iPhone #Fun #Game,neutral,train_csv
Off from work now!,neutral,train_csv
bout to take a shower.... a cold shower,neutral,train_csv
Tweet Later! Byee,neutral,train_csv
"In a philosophical mood tonight, wandering round after dark does that for me",neutral,train_csv
Just got out of work,neutral,train_csv
i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,negative,test_csv
  where u goin,neutral,train_csv
"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",negative,train_csv
"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true.",neutral,train_csv
Late night...finally home.,neutral,train_csv
Hope I get a job cuz we need an apartment. I`m drunk & miss my lil punkin  TEHE!!!,neutral,train_csv
" I`m just a couple bus stops away from an LC, but I didn`t realize that until about a month or so ago",neutral,train_csv
bad hair day,negative,train_csv
_louise  bless ya... I know that feeling all too well!,positive,test_csv
Jamies Free Views Dead,negative,train_csv
On our way to St. Martin!!! Vacation for a week,neutral,train_csv
"Gonna WoW for a bit. Later, Twitter <3",positive,train_csv
won`t be going to the Oxford Internet Institute Summer Doctoral Programme in Brisbane: lack of funding,negative,train_csv
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,positive,test_csv
Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,positive,train_csv
At Home,neutral,train_csv
is so gutted she can`t get tickets for pink!,negative,train_csv
" they can be a drag,,but for the most part they come in HANDY  hee hee",neutral,train_csv
"still fighting off this cold, ugh",positive,train_csv
just made a cake for mi madre  i`m goooooddd!,positive,train_csv
working on short story...totally loving one of my secondary characters,positive,train_csv
I was too sleepy earlier and i didnt get to see matt,neutral,train_csv
walking past the school i went to junior high in as it`s being torn down,negative,train_csv
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neutral,train_csv
 you are adorable,positive,train_csv
Following _aisa These guys could be shifty but worth following regardless.,positive,train_csv
happy mother`s day!  http://bit.ly/6fGxd,positive,train_csv
 noooooooooo my parrents found my stash,negative,train_csv
Now to go home and cry,neutral,train_csv
Happy Mother`s Dayyyy. Love you mummyyyyyyyy,positive,train_csv
"thanks 2 become my friend,twitter..  selalu ada ruang untuk sahabat",positive,train_csv
back to Roseburg...and an empty apartment,neutral,train_csv
 I can`t die  I have a lunch date with rocio coming up plus some new shoes UGH!,negative,train_csv
 you should come out!!,neutral,train_csv
"So happy that it`s FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy`s spirit...",positive,train_csv
Doctors with mommy.,neutral,train_csv
_10807 I`m watching the 4th harry potter movieee,neutral,train_csv
I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),neutral,train_csv
 haha me tooooo! I miss you I havnt seen you in ages,negative,train_csv
"_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch  everyday except for Friday its a best of AOTS.",neutral,train_csv
It`s STILL not working!! Why not!! This is FRUSTRATING!!!,negative,train_csv
 over herrreeeee,neutral,train_csv
 Thank you  That`s really of sweet of you!,positive,train_csv
" A towel, a 'Sub-Etha Sens-O-Matic' and the Guide ??",neutral,train_csv
" great to finally meet you last night! Wish we had more time to talk. Can`t go to the coffee GTGs, though... Day job.",positive,train_csv
My husband thinks my Twittering makes me a creeper... whatever.,negative,train_csv
 I miss going to EK every summer & christmas vaca  Take me there!,negative,train_csv
Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker,neutral,train_csv
Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?,positive,train_csv
" ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",negative,test_csv
On my way to school!,neutral,train_csv
 is it in crowntown? i think i may just meet you there? let me get ready and ill let you know,neutral,train_csv
Sitting in on a Friday Night Bored,negative,train_csv
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,neutral,train_csv
My english is broken,negative,train_csv
" Haha ya, my friend and I are totally having a kick off party for the occasion!!",positive,train_csv
 are you in need of another kiss attack??,neutral,test_csv
.  he`s in bed sick. Heavy fever. Went to dr`s. Part of the reason i`m watching Aladdin 2 now and still haven`t been fed,negative,train_csv
 i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral,train_csv
 Jesus heals,positive,test_csv
"Change my hairstyle,but it isn`t good as it supposed to be N don`t wealth that much money..  hate that hairdresser~~",negative,train_csv
I am using an on-screen keyboard,neutral,train_csv
 am i too late for a cuppa?,neutral,train_csv
Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,negative,train_csv
"remember, dont let your small list cover your big list...its too little to even worry about it.",neutral,train_csv
ATL to NJ....almost home,neutral,train_csv
 no  I didn`t yet he never texted backk.,neutral,train_csv
leaving florida want to live there forever! Texan*Girl,negative,train_csv
 wut u want a shot of ma?,neutral,train_csv
  You`re silly.,negative,test_csv
" time diff and i`ve just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs",neutral,train_csv
 She must have a very adwancrd sense of humor!  That`s funny,positive,train_csv
Top cashier at work today! woot woot! now off to have a drink...,neutral,train_csv
 Sad  nothing.,negative,train_csv
Good morning World! Happy Star Wars Day! May the 4th be with you!,positive,train_csv
" i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative,train_csv
be sure to tell your Mom you love her and thank her for putting up with you!,positive,train_csv
UGH BUT I N33D T0G0 BAD..,negative,test_csv
"sandwichesss, then work",neutral,train_csv
 i really wish i could.,positive,train_csv
Just woke up from a five hour nap. I still have a headache.  Medication time!,negative,train_csv
 Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,neutral,test_csv
" never tried to FTP to S3, but I use FireFTP (Firefox browser addin) ... no mention of S3 support on their site though.",neutral,train_csv
" Ha ha, might be - I`ve doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",neutral,train_csv
HEY YOU` ALL SUCK;its anybody on there :s im so bored common answear me,negative,train_csv
 i havent seen you all week,neutral,train_csv
 Me too,neutral,test_csv
haha May the 4th be with you! Happy Star Wars Day!,positive,train_csv
 I`m doing okay,positive,train_csv
" but i do emily ahahha you scare me, so it would work",negative,test_csv
****. Stephane doesn`t even feel sorry for me. Off to work then,negative,train_csv
i need monies.  school is expensive.,negative,train_csv
Conference call arranged for 4.30pm today just blew my leaving early out the window,neutral,train_csv
"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",neutral,train_csv
" Thanks, hope you have a good one",positive,test_csv
" I believe that is true, FML is quite the phenomenon...all thx to Superbad",neutral,train_csv
" I just wanted to say, that you have the best screen name ever. That is all.",positive,train_csv
Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!,positive,train_csv
i love mandy moore so much  and also angela,positive,train_csv
Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!,positive,train_csv
_yeah - I know the feeling... Good morning mate!,positive,train_csv
" yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?",neutral,train_csv
 http://twitpic.com/4w8ja - **** Felicia is freakin cute,positive,train_csv
 Your Steve Chai sounds awesome. *wishes she had one now* But I`m stuck with: Idon`tknowwhatdamnbrandcoffeethisis,positive,train_csv
I am loving this beautiful monday morning!,positive,train_csv
shecky95   Happy Moms Day to u as well and many more to come,positive,train_csv
She is all I can ever think about.  http://twitpic.com/4wg12,neutral,train_csv
Exams are so stressful,negative,train_csv
 I`m not sure about this tweet business  Why are the simple things so difficult?,negative,test_csv
 awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),positive,train_csv
" ohh sorry , thats someone else`s pic  my bad",negative,test_csv
"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",negative,train_csv
"I am native, not french ! I hate this ! !  ! Trying to find animals in french, I SUCK, SOMEONE HELP PLEEEEEASE  ? Alone- Allison Iraheta ?",negative,train_csv
didn`t make it out to shop.......      there is always tomorrow.,positive,train_csv
 That comment was just to ..well you know...to not reply to it.,neutral,train_csv
"nope, san leandro marina.    how are you?  hope you`re well!",positive,train_csv
 part 2: social networking??.. there is even room for people,neutral,train_csv
Oh man. I have been sick all night. I feel awful.,negative,train_csv
woke up an hour early just to study for        a test,neutral,test_csv
" yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p",positive,train_csv
 the honesty`s to much...........  Sorry couldn`t resist;),neutral,test_csv
" Kk, I just had 888 followers like a minute ago",neutral,train_csv
I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,neutral,train_csv
_Dreaming what?! miley`s gonna quit hannah montana?...i don`t wanna believe it!,negative,train_csv
"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",neutral,train_csv
